symbol,z_GSE48452,z_GSE63067,z_meta,p_meta,padj_meta,log2FC_meta,log2FC_1,log2FC_2
ACOT6,-0.6675519677617446,-1.397500621167371,-1.4602126891386138,0.1442316289962956,0.6762672403809098,-0.11553189870634936,-0.0871787258253973,-0.1438850715873014
ACOT7,-0.32097421185533453,-0.41460225882888874,-0.520131110502082,0.6029721961525824,0.9191920671795913,-0.07023201599603095,-0.0326636473253953,-0.1078003846666666
ACOT8,-0.4836629223107893,-0.4351888936719888,-0.6497263499869961,0.5158690001119208,0.8938378159694789,-0.053946793638889504,-0.04468519586508,-0.063208391412699
ACOT9,0.7588044146015986,1.170269259066338,1.364061076059043,0.17254834398686414,0.7113816461930006,0.13886842725000065,0.0854643643253982,0.1922724901746031
ACOX1,1.1314574031111144,0.8243005444802931,1.3829297071013689,0.1666864203692825,0.7046583610816596,0.1309328792182542,0.11676721554762,0.1450985428888884
ACOX2,0.11555954032196607,-1.2918178712438544,-0.8317402422220374,0.40555558064602637,0.8527054066255875,-0.1148158512222208,0.019323220269845,-0.2489549227142866
ACOX3,-0.0312854624452979,-1.4466543999234227,-1.045061298866835,0.2959946394048335,0.7968496009439605,-0.14523306830158675,-0.0029701357619043,-0.2874960008412692
ACOXL,-0.6566784835350514,0.7088246569770331,0.03687291285375511,0.9705863374664382,0.9957775206487669,0.0018858414444443,-0.0468403811746029,0.0506120640634915
ACP1,-0.1776646915929288,0.06831356840240688,-0.07732292073838361,0.9383666573784727,0.9885117687827989,0.0008827675317468996,-0.0127722653015851,0.0145378003650789
ACP2,-0.860686292156511,-1.4126857013566272,-1.60751675277272,0.10794105742114489,0.6256368433592048,-0.18744908771031715,-0.1000859075158739,-0.2748122679047604
ACP5,2.2241271002119953,0.4385008927032033,1.8827623095674637,0.059732586984090875,0.5406426559300255,0.23091642646428445,0.3836883914365057,0.0781444614920632
ACP6,-0.6287739476954223,1.5172526970246833,0.6282493485908633,0.5298406071246171,0.8973014373016368,0.1076563488492055,-0.0798792674127009,0.2951919651111119
ACPP,1.8018444773142985,-1.0216707858708698,0.5516661077229897,0.581177134724971,0.9150092518095918,0.046653023924602154,0.1780288685793638,-0.0847228207301595
ACPT,0.6596716843245652,-0.8344168978649209,-0.12356352547427678,0.9016608735613237,0.9811269003515889,-0.02531614172222165,0.0640880513333339,-0.1147203347777772
ACR,-0.7085375494262004,-0.2271298126117735,-0.6616167366319798,0.5082168785992147,0.8912568507182749,-0.06445688507539721,-0.1110746608174606,-0.0178391093333338
ACRBP,2.0078472205458775,-0.25943506795810717,1.2363140894037812,0.2163418359279894,0.7472768089267237,0.09706103800396935,0.2162634744206357,-0.022141398412697
ACRC,0.27483552000873435,0.8397440168590852,0.7881267486909969,0.43062257049353125,0.8613702977336926,0.0585402993095249,0.0450151980158741,0.0720654006031757
ACRV1,0.16702048514828455,-0.6795122607339129,-0.36238640981893216,0.7170632937422294,0.9462155493937974,-0.0324288087420632,0.0121230957539686,-0.076980713238095
ACSBG1,-1.0017767479617157,-0.25711598377761763,-0.8901715873993399,0.37337375843119913,0.8388445834192415,-0.05491583671825425,-0.0797111197063502,-0.0301205537301583
ACSBG2,0.435506728165545,-0.8934846712788986,-0.3238393092093193,0.7460596940325637,0.9527779886314497,-0.0222754340039686,0.0344977598809523,-0.0790486278888895
ACSF2,1.9496523445541796,0.962028693911333,2.0588694069512528,0.039506750492327755,0.4715752923460518,0.24528314448809585,0.2856101628650807,0.204956126111111
ACSF3,0.16156505122335793,-1.6466827757672917,-1.050136813885351,0.2936552151321822,0.7953201205482734,-0.10957693796428546,0.0196780209761904,-0.2388318969047613
ACSL1,-0.3890070573967325,2.7293010654395404,1.6548377630573146,0.09795741158432728,0.6082121104894924,0.3123350422222195,-0.0303356858730179,0.655005770317457
ACSL3,-0.226673819902539,2.0879423564038313,1.3161156037692252,0.18813524449688457,0.7234118988557041,0.2884523166825393,-0.0254613966349221,0.6023660300000007
ACSL4,2.25020169699517,1.9830435017821264,2.9933563864808215,0.002759273351260311,0.1737419034336325,0.87575529786508,0.9284366377142854,0.8230739580158746
ACSL5,-0.9345515679229647,1.1308757685080337,0.13882217354473028,0.8895906716866866,0.9792694716196028,0.08052602337301631,-0.1212999587619041,0.2823520055079367
ACSL6,1.0419575272807458,1.5741465535655392,1.8498649358562083,0.06433301878453694,0.5480044549480392,0.14974897491666625,0.1070397958174602,0.1924581540158723
