std_smiles,pIC50,n_rep
CCCc1cc(C(=O)N(CCC)CC2CCOC2)cc2nc(NCc3cccc(Cl)c3)oc12,6.019088062223156,1
CCN(CC)c1cccc(COc2c(Br)cc(CCC(=O)O)cc2Br)c1,7.060480747381382,1
CCNc1cccc(COc2c(Br)cc(CCC(=O)O)cc2Br)c1,7.638272163982407,1
CCOc1c(Br)cc(CC(=O)O)cc1Br,4.492424981937713,2
CCOc1ccc2c(-c3c(-c4cccc(C)n4)nn4c3CCC4)ccnc2c1,7.055517327849831,1
CCS(=O)(=O)c1ccc2c(-c3c(-c4ccccn4)nn4c3CCC4)ccnc2c1,5.031984286006358,1
CCSc1ccc2c(-c3c(-c4ccccn4)nn4c3CCC4)ccnc2c1,6.958607314841775,1
CC[C@@H]1CO[C@@](C)(CCO)CN1C(=O)c1cc(OC)c2oc(N[C@H](C)c3cccc(Cl)c3)nc2c1,9.397940008672037,1
CCc1cccc(-c2cc(Oc3c(Cl)cc(CC(=O)O)cc3Cl)ccc2O)c1,9.700057099977233,1
CCc1cccc(-c2nn3c(c2-c2ccnc4ccccc24)CCC3)n1,7.1487416512809245,1
CCn1cccc(-c2ccc(N3C[C@H](CNC(=O)c4ccc(Cl)s4)OC3=O)cc2OC)c1=O,7.214670164989233,1
CN(C(=O)CNC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1)c1ccccc1,5.236572006437063,1
CN(Cc1ccccc1)C(=O)CNC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1,4.4089353929735005,1
CN(Cc1ccccc1F)C(=O)CNC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1,4.619788758288394,1
COC(=O)Cc1ccc(OCc2oc(-c3cccc(OC)c3)nc2C)cc1,6.013228265733755,1
COC(=O)Cc1ccc(OCc2oc(-c3ccccc3OC)nc2C)cc1,5.119186407719209,1
COC(=O)c1ccc(OCc2oc(-c3cccc(OC)c3)nc2C)cc1,5.055517327849831,1
COC(=O)c1cccc(OCc2oc(-c3ccccc3OC)nc2C)c1,5.008773924307505,1
COc1cc(C(=O)N2CC(C)(CCO)OC[C@H]2C)cc2nc(NCc3cc(Cl)ccn3)oc12,8.602059991327963,1
COc1cc(C(=O)N2CC(C)(CCO)OC[C@H]2C)cc2nc(N[C@H](C)c3cccc(Cl)c3)oc12,9.301029995663981,1
COc1cc(C(=O)N2CC(C)(CCO)OC[C@H]2C)cc2nc(N[C@H](CF)c3cccc(Cl)c3)oc12,10.045757490560675,1
COc1cc(C(=O)N2CC(C)(CCO)OC[C@H]2C)cn2nc(NCc3cccc(Cl)c3)nc12,8.060480747381382,1
COc1cc(C(=O)N2CC(C)C(O)CC2C)cc2nc(NCc3cccc(Cl)c3)oc12,7.263621775341393,2
COc1cc(C(=O)N2CC(C)C(O)CC2C2CC2)cc2nc(NCc3cccc(Cl)c3)oc12,8.096910013008056,1
COc1cc(C(=O)N2CC(C)C(O)CC2CCO)cc2nc(NCc3cccc(Cl)c3)oc12,9.568636235841012,1
COc1cc(C(=O)N2CC(C)CCC2CCO)cc2nc(NCc3cccc(Cl)c3)oc12,8.512054431799104,2
COc1cc(C(=O)N2CC(C)OCC2C2CC(O)C2)cc2nc(NCc3cc(Cl)ccn3)oc12,8.096910013008056,1
COc1cc(C(=O)N2CC(C)OCC2C2CC(O)C2)cc2nc(N[C@H](C)c3cccc(Cl)c3)oc12,8.698970004336019,1
COc1cc(C(=O)N2CC(C)OCC2C2CC(O)C2)cc2nc(N[C@H](CF)c3cccc(Cl)c3)oc12,9.522878745280337,1
COc1cc(C(=O)N2CC(C)OCC2C2CC(O)C2)cn2nc(NCc3cccc(Cl)c3)nc12,8.0268721464003,1
COc1cc(C(=O)N2CC(C)OCC2CCO)cc2nc(NCc3cc(Cl)ccn3)oc12,7.537602002101044,1
COc1cc(C(=O)N2CC(C)OCC2CCO)cn2nc(NCc3cccc(Cl)c3)nc12,7.2839966563652006,1
COc1cc(C(=O)N2CC(C)OCC2CO)cc2nc(N[C@H](C)c3cccc(Cl)c3)oc12,8.0,1
COc1cc(C(=O)N2CCC(C)(C)C2)cc2nc(NCc3cccc(Cl)c3)oc12,7.3979400086720375,1
COc1cc(C(=O)N2CCC(O)C(C)C2)cc2nc(NC(c3cccc(Cl)c3)C(F)(F)F)oc12,6.102372908709558,1
COc1cc(C(=O)N2CCC(O)C(C)C2)cc2nc(NC3(c4cccc(Cl)c4)CC3)oc12,6.920818753952375,1
COc1cc(C(=O)N2CCC(O)C(C)C2)cc2nc(NC3(c4cccc(Cl)c4)CCC3)oc12,5.086186147616283,1
