molecule_id,canonical_smiles,pActivity_calc,scaffold,document_year,assay_id,assay_format,construct,assay_description,scope
CHEMBL4447234,O=C(c1ccc(-c2ccccc2)cc1)N1CCN(C(=O)C2(O)CCCC2)CC1,4.301029995663981,O=C(c1ccc(-c2ccccc2)cc1)N1CCN(C(=O)C2CCCC2)CC1,2019,CHEMBL4402021,single protein format,full_length_human_FASN_stated_in_assay_description,Inhibition of full length recombinant human FASN using acetyl-CoA/malonyl-CoA as substrate preincubated for 60 mins followed by substrate addition and measured after 90 mins in presence of NADPH,broad_full_length_stated_sensitivity
CHEMBL4449818,O=C(c1ccc(-c2nc3ccccc3o2)cc1)N1CCN(C(=O)C2(O)CC2)CC1,7.267606240177032,O=C(c1ccc(-c2nc3ccccc3o2)cc1)N1CCN(C(=O)C2CC2)CC1,2019,CHEMBL4402021,single protein format,full_length_human_FASN_stated_in_assay_description,Inhibition of full length recombinant human FASN using acetyl-CoA/malonyl-CoA as substrate preincubated for 60 mins followed by substrate addition and measured after 90 mins in presence of NADPH,broad_full_length_stated_sensitivity
CHEMBL4450081,O=C(c1ccc(-c2cnc3ccccc3c2)cc1)N1CCN(C(=O)C2(O)CC2)CC1,8.0,O=C(c1ccc(-c2cnc3ccccc3c2)cc1)N1CCN(C(=O)C2CC2)CC1,2019,CHEMBL4402021,single protein format,full_length_human_FASN_stated_in_assay_description,Inhibition of full length recombinant human FASN using acetyl-CoA/malonyl-CoA as substrate preincubated for 60 mins followed by substrate addition and measured after 90 mins in presence of NADPH,broad_full_length_stated_sensitivity
CHEMBL4454062,O=C(c1ccc(-c2cc(Cl)ccc2F)cc1)N1CCN(C(=O)C2(O)CC2)CC1,6.958607314841775,O=C(c1ccc(-c2ccccc2)cc1)N1CCN(C(=O)C2CC2)CC1,2019,CHEMBL4402021,single protein format,full_length_human_FASN_stated_in_assay_description,Inhibition of full length recombinant human FASN using acetyl-CoA/malonyl-CoA as substrate preincubated for 60 mins followed by substrate addition and measured after 90 mins in presence of NADPH,broad_full_length_stated_sensitivity
CHEMBL4455553,COc1ccc(-c2ccc(C(=O)N3CCN(C(=O)C4(O)CC4)CC3)cc2)c(Cl)c1,5.508638306165727,O=C(c1ccc(-c2ccccc2)cc1)N1CCN(C(=O)C2CC2)CC1,2019,CHEMBL4402021,single protein format,full_length_human_FASN_stated_in_assay_description,Inhibition of full length recombinant human FASN using acetyl-CoA/malonyl-CoA as substrate preincubated for 60 mins followed by substrate addition and measured after 90 mins in presence of NADPH,broad_full_length_stated_sensitivity
CHEMBL4457855,O=C(c1ccc(-c2ccc(Cl)cc2F)cc1)N1CCN(C(=O)C2(O)CC2)CC1,6.958607314841775,O=C(c1ccc(-c2ccccc2)cc1)N1CCN(C(=O)C2CC2)CC1,2019,CHEMBL4402021,single protein format,full_length_human_FASN_stated_in_assay_description,Inhibition of full length recombinant human FASN using acetyl-CoA/malonyl-CoA as substrate preincubated for 60 mins followed by substrate addition and measured after 90 mins in presence of NADPH,broad_full_length_stated_sensitivity
CHEMBL4458935,O=C(c1ccc(-c2ccccc2)cc1)N1CCN(C(=O)C2CCCC2)CC1,4.301029995663981,O=C(c1ccc(-c2ccccc2)cc1)N1CCN(C(=O)C2CCCC2)CC1,2019,CHEMBL4402021,single protein format,full_length_human_FASN_stated_in_assay_description,Inhibition of full length recombinant human FASN using acetyl-CoA/malonyl-CoA as substrate preincubated for 60 mins followed by substrate addition and measured after 90 mins in presence of NADPH,broad_full_length_stated_sensitivity
CHEMBL4462401,O=C(c1ccc(-c2ccc3scnc3c2)cc1)N1CCN(C(=O)C2(O)CC2)CC1,7.494850021680094,O=C(c1ccc(-c2ccc3scnc3c2)cc1)N1CCN(C(=O)C2CC2)CC1,2019,CHEMBL4402021,single protein format,full_length_human_FASN_stated_in_assay_description,Inhibition of full length recombinant human FASN using acetyl-CoA/malonyl-CoA as substrate preincubated for 60 mins followed by substrate addition and measured after 90 mins in presence of NADPH,broad_full_length_stated_sensitivity
CHEMBL4466578,Cn1c(-c2ccc(C(=O)N3CCN(C(=O)C4(O)CC4)CC3)cc2)cc2ccccc21,7.481486060122112,O=C(c1ccc(-c2cc3ccccc3[nH]2)cc1)N1CCN(C(=O)C2CC2)CC1,2019,CHEMBL4402021,single protein format,full_length_human_FASN_stated_in_assay_description,Inhibition of full length recombinant human FASN using acetyl-CoA/malonyl-CoA as substrate preincubated for 60 mins followed by substrate addition and measured after 90 mins in presence of NADPH,broad_full_length_stated_sensitivity
CHEMBL4471793,CC(C)(O)C(=O)N1CCN(C(=O)c2ccc(-c3ccccc3)cc2)CC1,4.455931955649724,O=C(c1ccc(-c2ccccc2)cc1)N1CCNCC1,2019,CHEMBL4402021,single protein format,full_length_human_FASN_stated_in_assay_description,Inhibition of full length recombinant human FASN using acetyl-CoA/malonyl-CoA as substrate preincubated for 60 mins followed by substrate addition and measured after 90 mins in presence of NADPH,broad_full_length_stated_sensitivity
CHEMBL4518496,O=C(c1ccc(-c2ccc3ccccc3n2)cc1)N1CCN(C(=O)C2(O)CC2)CC1,7.494850021680094,O=C(c1ccc(-c2ccc3ccccc3n2)cc1)N1CCN(C(=O)C2CC2)CC1,2019,CHEMBL4402021,single protein format,full_length_human_FASN_stated_in_assay_description,Inhibition of full length recombinant human FASN using acetyl-CoA/malonyl-CoA as substrate preincubated for 60 mins followed by substrate addition and measured after 90 mins in presence of NADPH,broad_full_length_stated_sensitivity
CHEMBL4529391,O=C(c1ccc(-c2ccc3[nH]ccc3c2)cc1)N1CCN(C(=O)C2(O)CC2)CC1,7.795880017344075,O=C(c1ccc(-c2ccc3[nH]ccc3c2)cc1)N1CCN(C(=O)C2CC2)CC1,2019,CHEMBL4402021,single protein format,full_length_human_FASN_stated_in_assay_description,Inhibition of full length recombinant human FASN using acetyl-CoA/malonyl-CoA as substrate preincubated for 60 mins followed by substrate addition and measured after 90 mins in presence of NADPH,broad_full_length_stated_sensitivity
CHEMBL4548362,O=C(c1ccc(-c2ccc3ocnc3c2)cc1)N1CCN(C(=O)C2(O)CC2)CC1,6.847711655616943,O=C(c1ccc(-c2ccc3ocnc3c2)cc1)N1CCN(C(=O)C2CC2)CC1,2019,CHEMBL4402021,single protein format,full_length_human_FASN_stated_in_assay_description,Inhibition of full length recombinant human FASN using acetyl-CoA/malonyl-CoA as substrate preincubated for 60 mins followed by substrate addition and measured after 90 mins in presence of NADPH,broad_full_length_stated_sensitivity
CHEMBL4553437,O=C(c1ccc(-c2ccc3cnccc3c2)cc1)N1CCN(C(=O)C2(O)CC2)CC1,7.886056647693163,O=C(c1ccc(-c2ccc3cnccc3c2)cc1)N1CCN(C(=O)C2CC2)CC1,2019,CHEMBL4402021,single protein format,full_length_human_FASN_stated_in_assay_description,Inhibition of full length recombinant human FASN using acetyl-CoA/malonyl-CoA as substrate preincubated for 60 mins followed by substrate addition and measured after 90 mins in presence of NADPH,broad_full_length_stated_sensitivity
CHEMBL4565279,O=C(c1ccc(-c2nc3ccc(F)cc3o2)cc1)N1CCN(C(=O)C2(O)CC2)CC1,6.671620396561262,O=C(c1ccc(-c2nc3ccccc3o2)cc1)N1CCN(C(=O)C2CC2)CC1,2019,CHEMBL4402021,single protein format,full_length_human_FASN_stated_in_assay_description,Inhibition of full length recombinant human FASN using acetyl-CoA/malonyl-CoA as substrate preincubated for 60 mins followed by substrate addition and measured after 90 mins in presence of NADPH,broad_full_length_stated_sensitivity
CHEMBL4570684,O=C(c1ccc(-c2nc3ccccc3s2)cc1)N1CCN(C(=O)C2(O)CC2)CC1,7.2441251443275085,O=C(c1ccc(-c2nc3ccccc3s2)cc1)N1CCN(C(=O)C2CC2)CC1,2019,CHEMBL4402021,single protein format,full_length_human_FASN_stated_in_assay_description,Inhibition of full length recombinant human FASN using acetyl-CoA/malonyl-CoA as substrate preincubated for 60 mins followed by substrate addition and measured after 90 mins in presence of NADPH,broad_full_length_stated_sensitivity
CHEMBL4575847,Cn1ncc2ccc(-c3ccc(C(=O)N4CCN(C(=O)C5(O)CC5)CC4)cc3)cc21,7.585026652029182,O=C(c1ccc(-c2ccc3cn[nH]c3c2)cc1)N1CCN(C(=O)C2CC2)CC1,2019,CHEMBL4402021,single protein format,full_length_human_FASN_stated_in_assay_description,Inhibition of full length recombinant human FASN using acetyl-CoA/malonyl-CoA as substrate preincubated for 60 mins followed by substrate addition and measured after 90 mins in presence of NADPH,broad_full_length_stated_sensitivity
CHEMBL4575998,O=C(c1ccc(-c2nc3cc(Cl)ccc3o2)cc1)N1CCN(C(=O)C2(O)CC2)CC1,7.161150909262744,O=C(c1ccc(-c2nc3ccccc3o2)cc1)N1CCN(C(=O)C2CC2)CC1,2019,CHEMBL4402021,single protein format,full_length_human_FASN_stated_in_assay_description,Inhibition of full length recombinant human FASN using acetyl-CoA/malonyl-CoA as substrate preincubated for 60 mins followed by substrate addition and measured after 90 mins in presence of NADPH,broad_full_length_stated_sensitivity
CHEMBL4581195,O=C(c1ccc(-c2ccccc2)cc1)N1CCN(C(=O)C2CCCO2)CC1,5.943095148663527,O=C(c1ccc(-c2ccccc2)cc1)N1CCN(C(=O)C2CCCO2)CC1,2019,CHEMBL4402021,single protein format,full_length_human_FASN_stated_in_assay_description,Inhibition of full length recombinant human FASN using acetyl-CoA/malonyl-CoA as substrate preincubated for 60 mins followed by substrate addition and measured after 90 mins in presence of NADPH,broad_full_length_stated_sensitivity
CHEMBL5747778,CCC(=O)N[C@H]1CC[C@@H](N(C)C(=O)c2ccc(-c3ccc(C(C)C)cc3)cc2)C1,5.756961951313706,O=C(NC1CCCC1)c1ccc(-c2ccccc2)cc1,2017,CHEMBL5730715,cell-based format,full_length_human_FASN_stated_in_assay_description,"Biochemical Assay of FASN: The biochemical FASN activity testing was performed as 384 well two-time-point kinetic fluorescence intensity assay format in Greiner low volume medium binding 384-well black microtiter plates in a total assay volume of 8 μl and was used for high throughput screen. In each well 3 μl 40 nM human recombinant full-length fatty acid synthase (produced in-house in SF9 cells) were dispensed in the following assay buffer: 50 mM potassium phosphate buffer pH 7.0, 0.005% (w/v) BSA, 2 mM Glutathione, 0.02% Tween-20. Then 2 μl of 200 μM NADPH in assay buffer were added, followed by the addition of the test compounds in 10 dilution concentrations starting with 30 μM (final concentration) to get a final DMSO content of 1% (v/v). The mixture was incubated for at least 15 min at room temperature. After the pre-incubation the enzymatic reaction was started by the addition of 2 μl substrate solution (80 μM acetyl-CoA, 240 μM malonyl-CoA). A first fluorescence intensity measurement (time point one) was performed with an Envision multimode reader (Perkin Elmer LAS Germany GmbH) at excitation wavelength 340 nm (lamp mode) and emission wavelength 460 nm. The reaction was incubated for 30 minutes at room temperature. After this the fluorescence intensity was measured again in the Envision using the same parameters as described above (second time point measurement). The data were analysed by subtracting the first time point measurement value from the second time point measurement value (after the enzymatic reaction). The differences of the emission signals were determined. These reflect directly the conversion rate of NADPH. The full value used was the inhibitor-free reaction. A pharmacological zero value was used like GSK837149A (Sigma-Aldrich) in a final concentration of 5-10 μM. The inhibitory values (IC50) were determined using either the program Symyx Assay Explorer® or Condosseo® from GeneData.",broad_full_length_stated_sensitivity
CHEMBL5749645,CC1(C)N=C(c2ccc(-c3ccc4cccnc4c3)cc2)N(CC2CN(C(=O)C3CC3)C2)C1=O,6.690369832574102,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc4cccnc4c3)cc2)C1,2017,CHEMBL5731051;CHEMBL5734379,assay format,full_length_human_FASN_stated_in_assay_description,"Fatty Acid Synthase (FASN) Inhibition Scintillation Proximity Assay: In this assay, inhibition of FASN activity is measured using 3H-acetyl-CoA and malonyl-CoA as substrates. 3H-Acetyl CoA is converted to 3H-palmitate through a series of reactions by the FASN protein, which contains 7 functional domains and carries out 7 enzymatic reactions to ultimately produce 3H-palmitate. The assay principle is based upon the fact that 3H-acetyl-CoA is hydrophilic and the end product, 3H-palmitate is hydrophobic. The hydrophobic 3H-palmitate binds to scintillation proximity assay (SPA) imaging beads (resulting in light emission from the imaging beads) whereas the hydrophilic 3H-acetyl-CoA does not bind to the imaging beads (and therefore does not result in light emission from the imaging beads).10 μL assay buffer (100 mM KH2PO4 pH 7.5, 1 mM DTT) (20 μL in blanks) was added to a 384-well white Opti Plate plate (Perkin Elmer). 0.9 μL test compound (at concentrations of 30 μM, 10 μM, 3 μM, 1 μM, 0.30 μM, 0.10 μM, 0.03 μM and 0.01 μM)/DMSO and 10 μL hFASN enzyme (full length, 300 ng, purified in house) or 10 μL assay buffer was added to the wells. Then 10 μL 450 μM NADPH (Sigma N7505), 18.75 μM [3H]-acetyl-CoA (Perkin Elmer NET-290L), 150 μM malonyl-CoA (Sigma M4263) were added, mixed and incubated at room temperature for 60 minutes. The reaction was stopped by adding 20 μL Streptavidin coupled imaging beads (25 mg/ml). After incubation for 30 minutes at room temperature in the dark, the 384 well plate was centrifuged at 1500 rpm for 3 minutes and was measured after at least 24 hrs by the LEADseeker, measuring emission using a 610±20 nm pass filter. (Bays, N. W., et al., A simplified scintillation proximity assay for fatty acid synthase activity: development and comparison with other FAS activity assays, J. Biomol. Screen., 2009, pp 636-642, Vol. 14(6).)Raw data generated by the instrument were normalized to % Controlmin values, which were calculated as: % Controlmin=100*(x−mLC)/(mHC−mLC)where mLC and mHC were the means of the low control wells and high control wells on the plate, after manual exclusion of outliers. A plot of Controlmin versus test compound concentration was fitted to a 4-parameter logistic curve using a non-linear least squares regression method. From the plot, an IC50 (concentration at which 50% inhibition is achieved) was calculated. pIC50 values were calculated as −log(IC50), when IC50 is expressed in molar units.",broad_full_length_stated_sensitivity
CHEMBL5749984,CC1(C)N=C(c2ccc(-c3ccc4cnccc4c3)cc2F)N(C[C@@H]2CCN(C(=O)C3CC3)C2)C1=O,7.259637310505756,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4cnccc4c3)cc2)C1,2019,CHEMBL5734379,single protein format,full_length_human_FASN_stated_in_assay_description,"Inhibition Scintillation Proximity Assay: In this assay, inhibition of FASN activity is measured using 3H-acetyl-CoA and malonyl-CoA as substrates. 3H-Acetyl CoA is converted to 3H-palmitate through a series of reactions by the FASN protein, which contains 7 functional domains and carries out 7 enzymatic reactions to ultimately produce 3H-palmitate. The assay principle is based upon the fact that 3H-acetyl-CoA is hydrophilic and the end product, 3H-palmitate is hydrophobic. The hydrophobic 3H-palmitate binds to scintillation proximity assay (SPA) imaging beads (resulting in light emission from the imaging beads) whereas the hydrophilic 3H-acetyl-CoA does not bind to the imaging beads (and therefore does not result in light emission from the imaging beads).10 μL assay buffer (100 mM KH2PO4 pH 7.5, 1 mM DTT) (20 μL in blanks) was added to a 384-well white OptiPlate plate (Perkin Elmer). 0.9 μL test compound (at concentrations of 30 μM, 10 μM, 3 μM, 1 μM, 0.30 μM, 0.10 μM, 0.03 μM and 0.01 μM)/DMSO and 10 μL hFASN enzyme (full length, 300 ng, purified in house) or 10 μL assay buffer was added to the wells. Then 10 μL 450 μM NADPH (Sigma N7505), 18.75 μM [3H]-acetyl-CoA (Perkin Elmer NET-290L), 150 μM malonyl-CoA (Sigma M4263) were added, mixed and incubated at room temperature for 60 minutes. The reaction was stopped by adding 20 μL Streptavidin coupled imaging beads (25 mg/ml). After incubation for 30 minutes at room temperature in the dark, the 384 well plate was centrifuged at 1500 rpm for 3 minutes and was measured after at least 24 hrs by the LEADseeker, measuring emission using a 610±20 nm pass filter.",broad_full_length_stated_sensitivity
CHEMBL5750822,Cc1cc(-c2ccc(-c3cnn(C)c3)cc2)ccc1C1=NC(C)(C)C(=O)N1CC1CN(C(=O)C2(C)CC2)C1,7.11975822410452,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc(-c4cn[nH]c4)cc3)cc2)C1,2017,CHEMBL5731051;CHEMBL5734379,assay format,full_length_human_FASN_stated_in_assay_description,"Fatty Acid Synthase (FASN) Inhibition Scintillation Proximity Assay: In this assay, inhibition of FASN activity is measured using 3H-acetyl-CoA and malonyl-CoA as substrates. 3H-Acetyl CoA is converted to 3H-palmitate through a series of reactions by the FASN protein, which contains 7 functional domains and carries out 7 enzymatic reactions to ultimately produce 3H-palmitate. The assay principle is based upon the fact that 3H-acetyl-CoA is hydrophilic and the end product, 3H-palmitate is hydrophobic. The hydrophobic 3H-palmitate binds to scintillation proximity assay (SPA) imaging beads (resulting in light emission from the imaging beads) whereas the hydrophilic 3H-acetyl-CoA does not bind to the imaging beads (and therefore does not result in light emission from the imaging beads).10 μL assay buffer (100 mM KH2PO4 pH 7.5, 1 mM DTT) (20 μL in blanks) was added to a 384-well white Opti Plate plate (Perkin Elmer). 0.9 μL test compound (at concentrations of 30 μM, 10 μM, 3 μM, 1 μM, 0.30 μM, 0.10 μM, 0.03 μM and 0.01 μM)/DMSO and 10 μL hFASN enzyme (full length, 300 ng, purified in house) or 10 μL assay buffer was added to the wells. Then 10 μL 450 μM NADPH (Sigma N7505), 18.75 μM [3H]-acetyl-CoA (Perkin Elmer NET-290L), 150 μM malonyl-CoA (Sigma M4263) were added, mixed and incubated at room temperature for 60 minutes. The reaction was stopped by adding 20 μL Streptavidin coupled imaging beads (25 mg/ml). After incubation for 30 minutes at room temperature in the dark, the 384 well plate was centrifuged at 1500 rpm for 3 minutes and was measured after at least 24 hrs by the LEADseeker, measuring emission using a 610±20 nm pass filter. (Bays, N. W., et al., A simplified scintillation proximity assay for fatty acid synthase activity: development and comparison with other FAS activity assays, J. Biomol. Screen., 2009, pp 636-642, Vol. 14(6).)Raw data generated by the instrument were normalized to % Controlmin values, which were calculated as: % Controlmin=100*(x−mLC)/(mHC−mLC)where mLC and mHC were the means of the low control wells and high control wells on the plate, after manual exclusion of outliers. A plot of Controlmin versus test compound concentration was fitted to a 4-parameter logistic curve using a non-linear least squares regression method. From the plot, an IC50 (concentration at which 50% inhibition is achieved) was calculated. pIC50 values were calculated as −log(IC50), when IC50 is expressed in molar units.",broad_full_length_stated_sensitivity
CHEMBL5758153,CC1(C)N=C(c2ccc(-c3cnc4ccccc4c3)cc2F)N(CC2CN(C(=O)C3CC3)C2)C1=O,5.700057099977233,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3cnc4ccccc4c3)cc2)C1,2017,CHEMBL5731051;CHEMBL5734379,assay format,full_length_human_FASN_stated_in_assay_description,"Fatty Acid Synthase (FASN) Inhibition Scintillation Proximity Assay: In this assay, inhibition of FASN activity is measured using 3H-acetyl-CoA and malonyl-CoA as substrates. 3H-Acetyl CoA is converted to 3H-palmitate through a series of reactions by the FASN protein, which contains 7 functional domains and carries out 7 enzymatic reactions to ultimately produce 3H-palmitate. The assay principle is based upon the fact that 3H-acetyl-CoA is hydrophilic and the end product, 3H-palmitate is hydrophobic. The hydrophobic 3H-palmitate binds to scintillation proximity assay (SPA) imaging beads (resulting in light emission from the imaging beads) whereas the hydrophilic 3H-acetyl-CoA does not bind to the imaging beads (and therefore does not result in light emission from the imaging beads).10 μL assay buffer (100 mM KH2PO4 pH 7.5, 1 mM DTT) (20 μL in blanks) was added to a 384-well white Opti Plate plate (Perkin Elmer). 0.9 μL test compound (at concentrations of 30 μM, 10 μM, 3 μM, 1 μM, 0.30 μM, 0.10 μM, 0.03 μM and 0.01 μM)/DMSO and 10 μL hFASN enzyme (full length, 300 ng, purified in house) or 10 μL assay buffer was added to the wells. Then 10 μL 450 μM NADPH (Sigma N7505), 18.75 μM [3H]-acetyl-CoA (Perkin Elmer NET-290L), 150 μM malonyl-CoA (Sigma M4263) were added, mixed and incubated at room temperature for 60 minutes. The reaction was stopped by adding 20 μL Streptavidin coupled imaging beads (25 mg/ml). After incubation for 30 minutes at room temperature in the dark, the 384 well plate was centrifuged at 1500 rpm for 3 minutes and was measured after at least 24 hrs by the LEADseeker, measuring emission using a 610±20 nm pass filter. (Bays, N. W., et al., A simplified scintillation proximity assay for fatty acid synthase activity: development and comparison with other FAS activity assays, J. Biomol. Screen., 2009, pp 636-642, Vol. 14(6).)Raw data generated by the instrument were normalized to % Controlmin values, which were calculated as: % Controlmin=100*(x−mLC)/(mHC−mLC)where mLC and mHC were the means of the low control wells and high control wells on the plate, after manual exclusion of outliers. A plot of Controlmin versus test compound concentration was fitted to a 4-parameter logistic curve using a non-linear least squares regression method. From the plot, an IC50 (concentration at which 50% inhibition is achieved) was calculated. pIC50 values were calculated as −log(IC50), when IC50 is expressed in molar units.",broad_full_length_stated_sensitivity
CHEMBL5759977,Cn1cc(-c2ccc(-c3ccc(C4=NC(C)(C)C(=O)N4CC4CN(C(=O)C5CC5)C4)c(F)c3)cc2)cn1,6.739928612014925,O=C(C1CC1)N1CC(CN2C(=O)CN=C2c2ccc(-c3ccc(-c4cn[nH]c4)cc3)cc2)C1,2017,CHEMBL5731051;CHEMBL5734379,assay format,full_length_human_FASN_stated_in_assay_description,"Fatty Acid Synthase (FASN) Inhibition Scintillation Proximity Assay: In this assay, inhibition of FASN activity is measured using 3H-acetyl-CoA and malonyl-CoA as substrates. 3H-Acetyl CoA is converted to 3H-palmitate through a series of reactions by the FASN protein, which contains 7 functional domains and carries out 7 enzymatic reactions to ultimately produce 3H-palmitate. The assay principle is based upon the fact that 3H-acetyl-CoA is hydrophilic and the end product, 3H-palmitate is hydrophobic. The hydrophobic 3H-palmitate binds to scintillation proximity assay (SPA) imaging beads (resulting in light emission from the imaging beads) whereas the hydrophilic 3H-acetyl-CoA does not bind to the imaging beads (and therefore does not result in light emission from the imaging beads).10 μL assay buffer (100 mM KH2PO4 pH 7.5, 1 mM DTT) (20 μL in blanks) was added to a 384-well white Opti Plate plate (Perkin Elmer). 0.9 μL test compound (at concentrations of 30 μM, 10 μM, 3 μM, 1 μM, 0.30 μM, 0.10 μM, 0.03 μM and 0.01 μM)/DMSO and 10 μL hFASN enzyme (full length, 300 ng, purified in house) or 10 μL assay buffer was added to the wells. Then 10 μL 450 μM NADPH (Sigma N7505), 18.75 μM [3H]-acetyl-CoA (Perkin Elmer NET-290L), 150 μM malonyl-CoA (Sigma M4263) were added, mixed and incubated at room temperature for 60 minutes. The reaction was stopped by adding 20 μL Streptavidin coupled imaging beads (25 mg/ml). After incubation for 30 minutes at room temperature in the dark, the 384 well plate was centrifuged at 1500 rpm for 3 minutes and was measured after at least 24 hrs by the LEADseeker, measuring emission using a 610±20 nm pass filter. (Bays, N. W., et al., A simplified scintillation proximity assay for fatty acid synthase activity: development and comparison with other FAS activity assays, J. Biomol. Screen., 2009, pp 636-642, Vol. 14(6).)Raw data generated by the instrument were normalized to % Controlmin values, which were calculated as: % Controlmin=100*(x−mLC)/(mHC−mLC)where mLC and mHC were the means of the low control wells and high control wells on the plate, after manual exclusion of outliers. A plot of Controlmin versus test compound concentration was fitted to a 4-parameter logistic curve using a non-linear least squares regression method. From the plot, an IC50 (concentration at which 50% inhibition is achieved) was calculated. pIC50 values were calculated as −log(IC50), when IC50 is expressed in molar units.",broad_full_length_stated_sensitivity
CHEMBL5760930,CC1(C)N=C(c2ccc(-c3ccc4cccc(F)c4c3)cc2F)N(CC2CCN(C(=O)C3CC3)C2)C1=O,7.369572124974976,O=C(C1CC1)N1CCC(CN2C(=O)CN=C2c2ccc(-c3ccc4ccccc4c3)cc2)C1,2017,CHEMBL5731051,assay format,full_length_human_FASN_stated_in_assay_description,"Fatty Acid Synthase (FASN) Inhibition Scintillation Proximity Assay: In this assay, inhibition of FASN activity is measured using 3H-acetyl-CoA and malonyl-CoA as substrates. 3H-Acetyl CoA is converted to 3H-palmitate through a series of reactions by the FASN protein, which contains 7 functional domains and carries out 7 enzymatic reactions to ultimately produce 3H-palmitate. The assay principle is based upon the fact that 3H-acetyl-CoA is hydrophilic and the end product, 3H-palmitate is hydrophobic. The hydrophobic 3H-palmitate binds to scintillation proximity assay (SPA) imaging beads (resulting in light emission from the imaging beads) whereas the hydrophilic 3H-acetyl-CoA does not bind to the imaging beads (and therefore does not result in light emission from the imaging beads).10 μL assay buffer (100 mM KH2PO4 pH 7.5, 1 mM DTT) (20 μL in blanks) was added to a 384-well white Opti Plate plate (Perkin Elmer). 0.9 μL test compound (at concentrations of 30 μM, 10 μM, 3 μM, 1 μM, 0.30 μM, 0.10 μM, 0.03 μM and 0.01 μM)/DMSO and 10 μL hFASN enzyme (full length, 300 ng, purified in house) or 10 μL assay buffer was added to the wells. Then 10 μL 450 μM NADPH (Sigma N7505), 18.75 μM [3H]-acetyl-CoA (Perkin Elmer NET-290L), 150 μM malonyl-CoA (Sigma M4263) were added, mixed and incubated at room temperature for 60 minutes. The reaction was stopped by adding 20 μL Streptavidin coupled imaging beads (25 mg/ml). After incubation for 30 minutes at room temperature in the dark, the 384 well plate was centrifuged at 1500 rpm for 3 minutes and was measured after at least 24 hrs by the LEADseeker, measuring emission using a 610±20 nm pass filter. (Bays, N. W., et al., A simplified scintillation proximity assay for fatty acid synthase activity: development and comparison with other FAS activity assays, J. Biomol. Screen., 2009, pp 636-642, Vol. 14(6).)Raw data generated by the instrument were normalized to % Controlmin values, which were calculated as: % Controlmin=100*(x−mLC)/(mHC−mLC)where mLC and mHC were the means of the low control wells and high control wells on the plate, after manual exclusion of outliers. A plot of Controlmin versus test compound concentration was fitted to a 4-parameter logistic curve using a non-linear least squares regression method. From the plot, an IC50 (concentration at which 50% inhibition is achieved) was calculated. pIC50 values were calculated as −log(IC50), when IC50 is expressed in molar units.",broad_full_length_stated_sensitivity
CHEMBL5766844,CCC(=O)N[C@H]1CC[C@@H](N(C)C(=O)c2ccc(-c3cc4cn[nH]c4cc3C)cn2)C1,5.756961951313706,O=C(NC1CCCC1)c1ccc(-c2ccc3[nH]ncc3c2)cn1,2017,CHEMBL5730715,cell-based format,full_length_human_FASN_stated_in_assay_description,"Biochemical Assay of FASN: The biochemical FASN activity testing was performed as 384 well two-time-point kinetic fluorescence intensity assay format in Greiner low volume medium binding 384-well black microtiter plates in a total assay volume of 8 μl and was used for high throughput screen. In each well 3 μl 40 nM human recombinant full-length fatty acid synthase (produced in-house in SF9 cells) were dispensed in the following assay buffer: 50 mM potassium phosphate buffer pH 7.0, 0.005% (w/v) BSA, 2 mM Glutathione, 0.02% Tween-20. Then 2 μl of 200 μM NADPH in assay buffer were added, followed by the addition of the test compounds in 10 dilution concentrations starting with 30 μM (final concentration) to get a final DMSO content of 1% (v/v). The mixture was incubated for at least 15 min at room temperature. After the pre-incubation the enzymatic reaction was started by the addition of 2 μl substrate solution (80 μM acetyl-CoA, 240 μM malonyl-CoA). A first fluorescence intensity measurement (time point one) was performed with an Envision multimode reader (Perkin Elmer LAS Germany GmbH) at excitation wavelength 340 nm (lamp mode) and emission wavelength 460 nm. The reaction was incubated for 30 minutes at room temperature. After this the fluorescence intensity was measured again in the Envision using the same parameters as described above (second time point measurement). The data were analysed by subtracting the first time point measurement value from the second time point measurement value (after the enzymatic reaction). The differences of the emission signals were determined. These reflect directly the conversion rate of NADPH. The full value used was the inhibitor-free reaction. A pharmacological zero value was used like GSK837149A (Sigma-Aldrich) in a final concentration of 5-10 μM. The inhibitory values (IC50) were determined using either the program Symyx Assay Explorer® or Condosseo® from GeneData.",broad_full_length_stated_sensitivity
