source_assay,target_assay,n_shared_identity,n_shared_numeric_pair,source_is_canonical_or_mirror,target_is_canonical_or_mirror,core_metadata_comparable,comparability_reason,source_assay_format,target_assay_format,source_protein_layer,target_protein_layer
CHEMBL2169021,CHEMBL4123591,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,full_length
CHEMBL2169021,CHEMBL4123592,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169021,CHEMBL4402021,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,full_length
CHEMBL2169021,CHEMBL4402023,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2169021,CHEMBL4418321,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,cell_extract
CHEMBL2169021,CHEMBL4882378,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169021,CHEMBL4882379,0,0,False,False,False,protein_layer_not_qualified,single protein format,assay format,unknown,unknown
CHEMBL2169021,CHEMBL4882380,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2169021,CHEMBL5112963,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL2169021,CHEMBL5210219,0,0,False,False,False,protein_layer_not_qualified,single protein format,assay format,unknown,unknown
CHEMBL2169021,CHEMBL5210491,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169021,CHEMBL5651415,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL2169021,CHEMBL5723241,0,0,False,False,False,protein_layer_not_qualified,single protein format,assay format,unknown,unknown
CHEMBL2169021,CHEMBL5723552,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2169021,CHEMBL5730715,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,full_length
CHEMBL2169021,CHEMBL5731051,0,0,False,True,False,assay_mirror_excluded,single protein format,assay format,unknown,full_length
CHEMBL2169021,CHEMBL5733207,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,cell_extract
CHEMBL2169021,CHEMBL5734012,0,0,False,False,False,protein_layer_mismatch,single protein format,assay format,unknown,cell_extract
CHEMBL2169021,CHEMBL5734379,0,0,False,True,False,assay_mirror_excluded,single protein format,single protein format,unknown,full_length
CHEMBL2169021,CHEMBL682484,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL2169021,CHEMBL828726,0,0,False,False,False,unit_mismatch,single protein format,cell-based format,unknown,unknown
CHEMBL2169021,CHEMBL862461,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169021,CHEMBL863392,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169021,CHEMBL869274,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169021,CHEMBL960231,0,0,False,False,False,unit_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL2169021,CHEMBL985841,0,0,False,False,False,unit_mismatch,single protein format,cell-based format,unknown,unknown
CHEMBL2169022,CHEMBL2169026,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,unknown
CHEMBL2169022,CHEMBL2169038,0,0,False,False,False,activity_type_mismatch,assay format,cell-based format,unknown,cell_extract
CHEMBL2169022,CHEMBL2169042,0,0,False,False,False,activity_type_mismatch,assay format,cell-based format,unknown,unknown
CHEMBL2169022,CHEMBL2169045,0,0,False,False,False,activity_type_mismatch,assay format,cell-based format,unknown,unknown
CHEMBL2169022,CHEMBL2169046,0,0,False,False,False,not_both_IC50,assay format,assay format,unknown,unknown
CHEMBL2169022,CHEMBL2328950,0,0,False,False,False,activity_type_mismatch,assay format,cell-based format,unknown,unknown
CHEMBL2169022,CHEMBL2328957,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,unknown
CHEMBL2169022,CHEMBL3411198,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,fragment_TE
CHEMBL2169022,CHEMBL3411205,0,0,False,False,False,activity_type_mismatch,assay format,cell-based format,unknown,unknown
CHEMBL2169022,CHEMBL3411206,0,0,False,False,False,activity_type_mismatch,assay format,cell-based format,unknown,unknown
CHEMBL2169022,CHEMBL3619925,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,unknown
CHEMBL2169022,CHEMBL3619926,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,unknown
CHEMBL2169022,CHEMBL3625457,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,unknown
CHEMBL2169022,CHEMBL3625458,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,fragment_KR
CHEMBL2169022,CHEMBL3705868,0,0,False,False,False,activity_type_mismatch,assay format,cell-based format,unknown,cell_extract
CHEMBL2169022,CHEMBL3706007,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,unknown
CHEMBL2169022,CHEMBL3888977,0,0,False,False,False,activity_type_mismatch,assay format,cell-based format,unknown,cell_extract
CHEMBL2169022,CHEMBL4020854,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,fragment_TE
CHEMBL2169022,CHEMBL4020860,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,fragment_TE
CHEMBL2169022,CHEMBL4123591,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,full_length
CHEMBL2169022,CHEMBL4123592,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,unknown
CHEMBL2169022,CHEMBL4402021,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,full_length
CHEMBL2169022,CHEMBL4402023,0,0,False,False,False,activity_type_mismatch,assay format,cell-based format,unknown,unknown
CHEMBL2169022,CHEMBL4418321,0,0,False,False,False,activity_type_mismatch,assay format,cell-based format,unknown,cell_extract
CHEMBL2169022,CHEMBL4882378,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,unknown
CHEMBL2169022,CHEMBL4882379,0,0,False,False,False,activity_type_mismatch,assay format,assay format,unknown,unknown
CHEMBL2169022,CHEMBL4882380,0,0,False,False,False,activity_type_mismatch,assay format,cell-based format,unknown,unknown
CHEMBL2169022,CHEMBL5112963,0,0,False,False,False,not_both_IC50,assay format,single protein format,unknown,unknown
CHEMBL2169022,CHEMBL5210219,0,0,False,False,False,activity_type_mismatch,assay format,assay format,unknown,unknown
CHEMBL2169022,CHEMBL5210491,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,unknown
CHEMBL2169022,CHEMBL5651415,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,unknown
CHEMBL2169022,CHEMBL5723241,0,0,False,False,False,activity_type_mismatch,assay format,assay format,unknown,unknown
CHEMBL2169022,CHEMBL5723552,0,0,False,False,False,activity_type_mismatch,assay format,cell-based format,unknown,unknown
CHEMBL2169022,CHEMBL5730715,0,0,False,False,False,activity_type_mismatch,assay format,cell-based format,unknown,full_length
CHEMBL2169022,CHEMBL5731051,0,0,False,True,False,assay_mirror_excluded,assay format,assay format,unknown,full_length
CHEMBL2169022,CHEMBL5733207,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,cell_extract
CHEMBL2169022,CHEMBL5734012,0,0,False,False,False,activity_type_mismatch,assay format,assay format,unknown,cell_extract
CHEMBL2169022,CHEMBL5734379,0,0,False,True,False,assay_mirror_excluded,assay format,single protein format,unknown,full_length
CHEMBL2169022,CHEMBL682484,0,0,False,False,False,not_both_IC50,assay format,single protein format,unknown,unknown
CHEMBL2169022,CHEMBL828726,0,0,False,False,False,activity_type_mismatch,assay format,cell-based format,unknown,unknown
CHEMBL2169022,CHEMBL862461,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,unknown
CHEMBL2169022,CHEMBL863392,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,unknown
CHEMBL2169022,CHEMBL869274,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,unknown
CHEMBL2169022,CHEMBL960231,0,0,False,False,False,activity_type_mismatch,assay format,single protein format,unknown,unknown
CHEMBL2169022,CHEMBL985841,0,0,False,False,False,activity_type_mismatch,assay format,cell-based format,unknown,unknown
CHEMBL2169026,CHEMBL2169038,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,cell_extract
CHEMBL2169026,CHEMBL2169045,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2169026,CHEMBL2169046,0,0,False,False,False,activity_type_mismatch,single protein format,assay format,unknown,unknown
CHEMBL2169026,CHEMBL2328950,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2169026,CHEMBL2328957,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169026,CHEMBL3411198,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,fragment_TE
CHEMBL2169026,CHEMBL3411205,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2169026,CHEMBL3411206,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2169026,CHEMBL3619925,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169026,CHEMBL3619926,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169026,CHEMBL3625454,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL2169026,CHEMBL3625457,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169026,CHEMBL3625458,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,fragment_KR
CHEMBL2169026,CHEMBL3705868,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,cell_extract
CHEMBL2169026,CHEMBL3706007,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169026,CHEMBL3888977,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,cell_extract
CHEMBL2169026,CHEMBL4020854,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,fragment_TE
CHEMBL2169026,CHEMBL4020860,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,fragment_TE
CHEMBL2169026,CHEMBL4123591,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,full_length
CHEMBL2169026,CHEMBL4123592,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169026,CHEMBL4402021,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,full_length
CHEMBL2169026,CHEMBL4402023,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2169026,CHEMBL4418321,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,cell_extract
CHEMBL2169026,CHEMBL4882378,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169026,CHEMBL4882379,0,0,False,False,False,protein_layer_not_qualified,single protein format,assay format,unknown,unknown
CHEMBL2169026,CHEMBL4882380,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2169026,CHEMBL5112963,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL2169026,CHEMBL5210219,0,0,False,False,False,protein_layer_not_qualified,single protein format,assay format,unknown,unknown
CHEMBL2169026,CHEMBL5210491,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169026,CHEMBL5651415,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL2169026,CHEMBL5723241,0,0,False,False,False,protein_layer_not_qualified,single protein format,assay format,unknown,unknown
CHEMBL2169026,CHEMBL5723552,0,0,False,False,False,protein_layer_not_qualified,single protein format,cell-based format,unknown,unknown
CHEMBL2169026,CHEMBL5730715,0,0,False,False,False,protein_layer_mismatch,single protein format,cell-based format,unknown,full_length
CHEMBL2169026,CHEMBL5731051,0,0,False,True,False,assay_mirror_excluded,single protein format,assay format,unknown,full_length
CHEMBL2169026,CHEMBL5733207,0,0,False,False,False,protein_layer_mismatch,single protein format,single protein format,unknown,cell_extract
CHEMBL2169026,CHEMBL5734012,0,0,False,False,False,protein_layer_mismatch,single protein format,assay format,unknown,cell_extract
CHEMBL2169026,CHEMBL5734379,0,0,False,True,False,assay_mirror_excluded,single protein format,single protein format,unknown,full_length
CHEMBL2169026,CHEMBL682484,0,0,False,False,False,activity_type_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL2169026,CHEMBL828726,0,0,False,False,False,unit_mismatch,single protein format,cell-based format,unknown,unknown
CHEMBL2169026,CHEMBL862461,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169026,CHEMBL863392,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169026,CHEMBL869274,0,0,False,False,False,protein_layer_not_qualified,single protein format,single protein format,unknown,unknown
CHEMBL2169026,CHEMBL960231,0,0,False,False,False,unit_mismatch,single protein format,single protein format,unknown,unknown
CHEMBL2169026,CHEMBL985841,0,0,False,False,False,unit_mismatch,single protein format,cell-based format,unknown,unknown
CHEMBL2169038,CHEMBL2169042,0,0,False,False,False,protein_layer_mismatch,cell-based format,cell-based format,cell_extract,unknown
CHEMBL2169038,CHEMBL2169045,0,0,False,False,False,protein_layer_mismatch,cell-based format,cell-based format,cell_extract,unknown
CHEMBL2169038,CHEMBL2169046,0,0,False,False,False,activity_type_mismatch,cell-based format,assay format,cell_extract,unknown
CHEMBL2169038,CHEMBL2328950,0,0,False,False,False,protein_layer_mismatch,cell-based format,cell-based format,cell_extract,unknown
CHEMBL2169038,CHEMBL2328957,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,cell_extract,unknown
CHEMBL2169038,CHEMBL3411198,0,0,False,False,False,activity_type_mismatch,cell-based format,single protein format,cell_extract,fragment_TE
CHEMBL2169038,CHEMBL3411205,0,0,False,False,False,protein_layer_mismatch,cell-based format,cell-based format,cell_extract,unknown
CHEMBL2169038,CHEMBL3411206,0,0,False,False,False,protein_layer_mismatch,cell-based format,cell-based format,cell_extract,unknown
CHEMBL2169038,CHEMBL3619925,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,cell_extract,unknown
CHEMBL2169038,CHEMBL3619926,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,cell_extract,unknown
CHEMBL2169038,CHEMBL3625454,0,0,False,False,False,activity_type_mismatch,cell-based format,single protein format,cell_extract,unknown
CHEMBL2169038,CHEMBL3625457,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,cell_extract,unknown
CHEMBL2169038,CHEMBL3625458,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,cell_extract,fragment_KR
CHEMBL2169038,CHEMBL3706007,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,cell_extract,unknown
CHEMBL2169038,CHEMBL4020854,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,cell_extract,fragment_TE
CHEMBL2169038,CHEMBL4020860,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,cell_extract,fragment_TE
CHEMBL2169038,CHEMBL4123591,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,cell_extract,full_length
CHEMBL2169038,CHEMBL4123592,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,cell_extract,unknown
CHEMBL2169038,CHEMBL4402021,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,cell_extract,full_length
CHEMBL2169038,CHEMBL4402023,0,0,False,False,False,protein_layer_mismatch,cell-based format,cell-based format,cell_extract,unknown
CHEMBL2169038,CHEMBL4882378,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,cell_extract,unknown
CHEMBL2169038,CHEMBL4882379,0,0,False,False,False,protein_layer_mismatch,cell-based format,assay format,cell_extract,unknown
CHEMBL2169038,CHEMBL4882380,0,0,False,False,False,protein_layer_mismatch,cell-based format,cell-based format,cell_extract,unknown
CHEMBL2169038,CHEMBL5112963,0,0,False,False,False,activity_type_mismatch,cell-based format,single protein format,cell_extract,unknown
CHEMBL2169038,CHEMBL5210219,0,0,False,False,False,protein_layer_mismatch,cell-based format,assay format,cell_extract,unknown
CHEMBL2169038,CHEMBL5210491,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,cell_extract,unknown
CHEMBL2169038,CHEMBL5651415,0,0,False,False,False,activity_type_mismatch,cell-based format,single protein format,cell_extract,unknown
CHEMBL2169038,CHEMBL5723241,0,0,False,False,False,protein_layer_mismatch,cell-based format,assay format,cell_extract,unknown
CHEMBL2169038,CHEMBL5723552,0,0,False,False,False,protein_layer_mismatch,cell-based format,cell-based format,cell_extract,unknown
CHEMBL2169038,CHEMBL5730715,0,0,False,False,False,protein_layer_mismatch,cell-based format,cell-based format,cell_extract,full_length
CHEMBL2169038,CHEMBL5731051,0,0,False,True,False,assay_mirror_excluded,cell-based format,assay format,cell_extract,full_length
CHEMBL2169038,CHEMBL5734379,0,0,False,True,False,assay_mirror_excluded,cell-based format,single protein format,cell_extract,full_length
CHEMBL2169038,CHEMBL682484,0,0,False,False,False,activity_type_mismatch,cell-based format,single protein format,cell_extract,unknown
CHEMBL2169038,CHEMBL828726,0,0,False,False,False,unit_mismatch,cell-based format,cell-based format,cell_extract,unknown
CHEMBL2169038,CHEMBL862461,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,cell_extract,unknown
CHEMBL2169038,CHEMBL863392,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,cell_extract,unknown
CHEMBL2169038,CHEMBL869274,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,cell_extract,unknown
CHEMBL2169038,CHEMBL960231,0,0,False,False,False,unit_mismatch,cell-based format,single protein format,cell_extract,unknown
CHEMBL2169038,CHEMBL985841,0,0,False,False,False,unit_mismatch,cell-based format,cell-based format,cell_extract,unknown
CHEMBL2169042,CHEMBL2169045,0,0,False,False,False,protein_layer_not_qualified,cell-based format,cell-based format,unknown,unknown
CHEMBL2169042,CHEMBL2169046,0,0,False,False,False,activity_type_mismatch,cell-based format,assay format,unknown,unknown
CHEMBL2169042,CHEMBL2328950,0,0,False,False,False,protein_layer_not_qualified,cell-based format,cell-based format,unknown,unknown
CHEMBL2169042,CHEMBL2328957,0,0,False,False,False,protein_layer_not_qualified,cell-based format,single protein format,unknown,unknown
CHEMBL2169042,CHEMBL3411198,0,0,False,False,False,activity_type_mismatch,cell-based format,single protein format,unknown,fragment_TE
CHEMBL2169042,CHEMBL3411205,0,0,False,False,False,protein_layer_not_qualified,cell-based format,cell-based format,unknown,unknown
CHEMBL2169042,CHEMBL3411206,0,0,False,False,False,protein_layer_not_qualified,cell-based format,cell-based format,unknown,unknown
CHEMBL2169042,CHEMBL3619925,0,0,False,False,False,protein_layer_not_qualified,cell-based format,single protein format,unknown,unknown
CHEMBL2169042,CHEMBL3619926,0,0,False,False,False,protein_layer_not_qualified,cell-based format,single protein format,unknown,unknown
CHEMBL2169042,CHEMBL3625454,0,0,False,False,False,activity_type_mismatch,cell-based format,single protein format,unknown,unknown
CHEMBL2169042,CHEMBL3625457,0,0,False,False,False,protein_layer_not_qualified,cell-based format,single protein format,unknown,unknown
CHEMBL2169042,CHEMBL3625458,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,unknown,fragment_KR
CHEMBL2169042,CHEMBL3705868,0,0,False,False,False,protein_layer_mismatch,cell-based format,cell-based format,unknown,cell_extract
CHEMBL2169042,CHEMBL3706007,0,0,False,False,False,protein_layer_not_qualified,cell-based format,single protein format,unknown,unknown
CHEMBL2169042,CHEMBL3888977,0,0,False,False,False,protein_layer_mismatch,cell-based format,cell-based format,unknown,cell_extract
CHEMBL2169042,CHEMBL4020854,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,unknown,fragment_TE
CHEMBL2169042,CHEMBL4020860,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,unknown,fragment_TE
CHEMBL2169042,CHEMBL4123591,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,unknown,full_length
CHEMBL2169042,CHEMBL4123592,0,0,False,False,False,protein_layer_not_qualified,cell-based format,single protein format,unknown,unknown
CHEMBL2169042,CHEMBL4402021,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,unknown,full_length
CHEMBL2169042,CHEMBL4402023,0,0,False,False,False,protein_layer_not_qualified,cell-based format,cell-based format,unknown,unknown
CHEMBL2169042,CHEMBL4418321,0,0,False,False,False,protein_layer_mismatch,cell-based format,cell-based format,unknown,cell_extract
CHEMBL2169042,CHEMBL4882378,0,0,False,False,False,protein_layer_not_qualified,cell-based format,single protein format,unknown,unknown
CHEMBL2169042,CHEMBL4882379,0,0,False,False,False,protein_layer_not_qualified,cell-based format,assay format,unknown,unknown
CHEMBL2169042,CHEMBL4882380,0,0,False,False,False,protein_layer_not_qualified,cell-based format,cell-based format,unknown,unknown
CHEMBL2169042,CHEMBL5112963,0,0,False,False,False,activity_type_mismatch,cell-based format,single protein format,unknown,unknown
CHEMBL2169042,CHEMBL5210219,0,0,False,False,False,protein_layer_not_qualified,cell-based format,assay format,unknown,unknown
CHEMBL2169042,CHEMBL5210491,0,0,False,False,False,protein_layer_not_qualified,cell-based format,single protein format,unknown,unknown
CHEMBL2169042,CHEMBL5651415,0,0,False,False,False,activity_type_mismatch,cell-based format,single protein format,unknown,unknown
CHEMBL2169042,CHEMBL5723241,0,0,False,False,False,protein_layer_not_qualified,cell-based format,assay format,unknown,unknown
CHEMBL2169042,CHEMBL5723552,0,0,False,False,False,protein_layer_not_qualified,cell-based format,cell-based format,unknown,unknown
CHEMBL2169042,CHEMBL5730715,0,0,False,False,False,protein_layer_mismatch,cell-based format,cell-based format,unknown,full_length
CHEMBL2169042,CHEMBL5731051,0,0,False,True,False,assay_mirror_excluded,cell-based format,assay format,unknown,full_length
CHEMBL2169042,CHEMBL5733207,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,unknown,cell_extract
CHEMBL2169042,CHEMBL5734012,0,0,False,False,False,protein_layer_mismatch,cell-based format,assay format,unknown,cell_extract
CHEMBL2169042,CHEMBL5734379,0,0,False,True,False,assay_mirror_excluded,cell-based format,single protein format,unknown,full_length
CHEMBL2169042,CHEMBL682484,0,0,False,False,False,activity_type_mismatch,cell-based format,single protein format,unknown,unknown
CHEMBL2169042,CHEMBL828726,0,0,False,False,False,unit_mismatch,cell-based format,cell-based format,unknown,unknown
CHEMBL2169042,CHEMBL863392,0,0,False,False,False,protein_layer_not_qualified,cell-based format,single protein format,unknown,unknown
CHEMBL2169042,CHEMBL869274,0,0,False,False,False,protein_layer_not_qualified,cell-based format,single protein format,unknown,unknown
CHEMBL2169045,CHEMBL2169046,0,0,False,False,False,activity_type_mismatch,cell-based format,assay format,unknown,unknown
CHEMBL2169045,CHEMBL2328950,0,0,False,False,False,protein_layer_not_qualified,cell-based format,cell-based format,unknown,unknown
CHEMBL2169045,CHEMBL2328957,0,0,False,False,False,protein_layer_not_qualified,cell-based format,single protein format,unknown,unknown
CHEMBL2169045,CHEMBL3411198,0,0,False,False,False,activity_type_mismatch,cell-based format,single protein format,unknown,fragment_TE
CHEMBL2169045,CHEMBL3411205,0,0,False,False,False,protein_layer_not_qualified,cell-based format,cell-based format,unknown,unknown
CHEMBL2169045,CHEMBL3411206,0,0,False,False,False,protein_layer_not_qualified,cell-based format,cell-based format,unknown,unknown
CHEMBL2169045,CHEMBL3619925,0,0,False,False,False,protein_layer_not_qualified,cell-based format,single protein format,unknown,unknown
CHEMBL2169045,CHEMBL3619926,0,0,False,False,False,protein_layer_not_qualified,cell-based format,single protein format,unknown,unknown
CHEMBL2169045,CHEMBL3625454,0,0,False,False,False,activity_type_mismatch,cell-based format,single protein format,unknown,unknown
CHEMBL2169045,CHEMBL3625457,0,0,False,False,False,protein_layer_not_qualified,cell-based format,single protein format,unknown,unknown
CHEMBL2169045,CHEMBL3625458,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,unknown,fragment_KR
CHEMBL2169045,CHEMBL3705868,0,0,False,False,False,protein_layer_mismatch,cell-based format,cell-based format,unknown,cell_extract
CHEMBL2169045,CHEMBL3706007,0,0,False,False,False,protein_layer_not_qualified,cell-based format,single protein format,unknown,unknown
CHEMBL2169045,CHEMBL3888977,0,0,False,False,False,protein_layer_mismatch,cell-based format,cell-based format,unknown,cell_extract
CHEMBL2169045,CHEMBL4020854,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,unknown,fragment_TE
CHEMBL2169045,CHEMBL4020860,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,unknown,fragment_TE
CHEMBL2169045,CHEMBL4123591,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,unknown,full_length
CHEMBL2169045,CHEMBL4123592,0,0,False,False,False,protein_layer_not_qualified,cell-based format,single protein format,unknown,unknown
CHEMBL2169045,CHEMBL4402021,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,unknown,full_length
CHEMBL2169045,CHEMBL4402023,0,0,False,False,False,protein_layer_not_qualified,cell-based format,cell-based format,unknown,unknown
CHEMBL2169045,CHEMBL4418321,0,0,False,False,False,protein_layer_mismatch,cell-based format,cell-based format,unknown,cell_extract
CHEMBL2169045,CHEMBL4882378,0,0,False,False,False,protein_layer_not_qualified,cell-based format,single protein format,unknown,unknown
CHEMBL2169045,CHEMBL4882379,0,0,False,False,False,protein_layer_not_qualified,cell-based format,assay format,unknown,unknown
CHEMBL2169045,CHEMBL4882380,0,0,False,False,False,protein_layer_not_qualified,cell-based format,cell-based format,unknown,unknown
CHEMBL2169045,CHEMBL5112963,0,0,False,False,False,activity_type_mismatch,cell-based format,single protein format,unknown,unknown
CHEMBL2169045,CHEMBL5210219,0,0,False,False,False,protein_layer_not_qualified,cell-based format,assay format,unknown,unknown
CHEMBL2169045,CHEMBL5210491,0,0,False,False,False,protein_layer_not_qualified,cell-based format,single protein format,unknown,unknown
CHEMBL2169045,CHEMBL5651415,0,0,False,False,False,activity_type_mismatch,cell-based format,single protein format,unknown,unknown
CHEMBL2169045,CHEMBL5723241,0,0,False,False,False,protein_layer_not_qualified,cell-based format,assay format,unknown,unknown
CHEMBL2169045,CHEMBL5723552,0,0,False,False,False,protein_layer_not_qualified,cell-based format,cell-based format,unknown,unknown
CHEMBL2169045,CHEMBL5730715,0,0,False,False,False,protein_layer_mismatch,cell-based format,cell-based format,unknown,full_length
CHEMBL2169045,CHEMBL5731051,0,0,False,True,False,assay_mirror_excluded,cell-based format,assay format,unknown,full_length
CHEMBL2169045,CHEMBL5733207,0,0,False,False,False,protein_layer_mismatch,cell-based format,single protein format,unknown,cell_extract
CHEMBL2169045,CHEMBL5734012,0,0,False,False,False,protein_layer_mismatch,cell-based format,assay format,unknown,cell_extract
CHEMBL2169045,CHEMBL5734379,0,0,False,True,False,assay_mirror_excluded,cell-based format,single protein format,unknown,full_length
CHEMBL2169045,CHEMBL682484,0,0,False,False,False,activity_type_mismatch,cell-based format,single protein format,unknown,unknown
CHEMBL2169045,CHEMBL828726,0,0,False,False,False,unit_mismatch,cell-based format,cell-based format,unknown,unknown
